ID,UserID,Combination,Time,Position
12,3,"[""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2""]","[[1584133572799, 1584133573249, 1584133573582, 1584133573982, 1584133574599, 1584133574999, 1584133575415, 1584133575765, 1584133576115, 1584133576449, 1584133576815, 1584133577165], [1584133582882, 1584133583232, 1584133583582, 1584133583865, 1584133584165, 1584133584482, 1584133584848, 1584133585148, 1584133585514, 1584133585881, 1584133586248, 1584133586648], [1584133588631, 1584133588997, 1584133589314, 1584133589647, 1584133589948, 1584133590264, 1584133590564, 1584133590930, 1584133591264, 1584133591597, 1584133591964, 1584133592297], [1584133594130, 1584133594447, 1584133594730, 1584133595047, 1584133595347, 1584133595614, 1584133596014, 1584133596381, 1584133596764, 1584133597047, 1584133597364, 1584133597697], [1584133599397, 1584133599730, 1584133599964, 1584133600247, 1584133600530, 1584133600813, 1584133601080, 1584133601397, 1584133601747, 1584133602047, 1584133602313, 1584133602630]]","[[[867, 457], [846, 640], [999, 687], [1025, 527], [907, 488], [812, 688], [993, 685], [1013, 532], [902, 491], [864, 648], [999, 687], [1025, 517]], [[811, 488], [823, 669], [1018, 699], [1040, 539], [902, 516], [848, 662], [999, 678], [1025, 534], [897, 500], [847, 656], [1001, 696], [1040, 540]], [[811, 498], [859, 630], [1015, 674], [1007, 529], [906, 511], [860, 653], [995, 696], [1050, 530], [875, 497], [827, 651], [1013, 692], [1026, 533]], [[819, 503], [833, 638], [1013, 691], [1074, 535], [903, 518], [900, 679], [1019, 722], [1019, 527], [891, 518], [851, 628], [1005, 651], [1036, 531]], [[828, 460], [886, 652], [1006, 675], [1008, 515], [910, 506], [881, 668], [1003, 682], [1024, 535], [909, 506], [906, 663], [1016, 691], [1046, 526]]]"
13,3,"[""a2"", ""b1"", ""b2"", ""a1"", ""a2"", ""b1"", ""b2"", ""a1"", ""a2"", ""b1"", ""b2"", ""a1""]","[[1584133594905, 1584133595346, 1584133595626, 1584133595930, 1584133596577, 1584133596942, 1584133597275, 1584133597696, 1584133598021, 1584133598362, 1584133598749, 1584133599218], [1584133600500, 1584133600970, 1584133601297, 1584133601599, 1584133602107, 1584133602595, 1584133602888, 1584133603226, 1584133603674, 1584133604024, 1584133604355, 1584133604799], [1584133605909, 1584133606382, 1584133606699, 1584133607003, 1584133607356, 1584133607649, 1584133608021, 1584133608357, 1584133608680, 1584133608991, 1584133609322, 1584133609683], [1584133610877, 1584133611157, 1584133611431, 1584133611739, 1584133612235, 1584133612691, 1584133613026, 1584133613326, 1584133613817, 1584133614155, 1584133614451, 1584133614773], [1584133616816, 1584133617110, 1584133617410, 1584133617709, 1584133618004, 1584133618295, 1584133618583, 1584133618904, 1584133619659, 1584133620048, 1584133620328, 1584133620611]]","[[[1020, 507], [849, 663], [1016, 670], [852, 503], [1015, 503], [866, 660], [1023, 679], [844, 481], [987, 492], [826, 672], [1058, 671], [824, 478]], [[1011, 482], [819, 658], [997, 669], [833, 482], [994, 493], [862, 654], [1024, 665], [850, 513], [989, 502], [832, 678], [1008, 680], [840, 497]], [[1021, 512], [828, 682], [1028, 667], [849, 484], [1000, 490], [836, 649], [1043, 664], [872, 506], [1013, 504], [834, 674], [1016, 662], [839, 490]], [[1006, 477], [850, 638], [991, 653], [845, 471], [1018, 485], [885, 657], [1010, 668], [855, 497], [1003, 487], [848, 655], [1033, 666], [815, 487]], [[1025, 475], [823, 695], [1041, 677], [819, 495], [1011, 491], [816, 662], [1034, 671], [836, 502], [1017, 501], [839, 686], [1018, 657], [850, 480]]]"
14,3,"[""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2""]","[[1584133638881, 1584133639209, 1584133639497, 1584133639809, 1584133640241, 1584133640513, 1584133640817, 1584133641113, 1584133641497, 1584133641793, 1584133642105, 1584133642441], [1584133643977, 1584133644241, 1584133644985, 1584133645225, 1584133645641, 1584133645929, 1584133646257, 1584133646593, 1584133647097, 1584133647377, 1584133647729, 1584133648033], [1584133649041, 1584133649321, 1584133649608, 1584133649905, 1584133650265, 1584133650569, 1584133651065, 1584133651337, 1584133651689, 1584133651985, 1584133652360, 1584133652673], [1584133653857, 1584133654137, 1584133655121, 1584133655417, 1584133655809, 1584133656081, 1584133656369, 1584133656689, 1584133657049, 1584133657361, 1584133657705, 1584133657993], [1584133659105, 1584133659433, 1584133659777, 1584133660161, 1584133660545, 1584133660897, 1584133661241, 1584133661705, 1584133662121, 1584133662432, 1584133662769, 1584133663153]]","[[[882, 507], [844, 655], [1044, 662], [1059, 495], [888, 491], [883, 652], [1024, 663], [1042, 496], [852, 498], [882, 669], [1026, 669], [1049, 483]], [[880, 508], [863, 663], [1059, 655], [1057, 495], [878, 531], [901, 674], [1027, 674], [1035, 499], [868, 520], [865, 678], [1052, 655], [1037, 489]], [[863, 519], [853, 673], [1006, 666], [1021, 508], [848, 513], [864, 695], [1061, 651], [1064, 494], [863, 512], [853, 682], [1063, 662], [1054, 503]], [[858, 510], [874, 687], [1038, 669], [1015, 506], [889, 529], [895, 668], [1063, 648], [1030, 484], [883, 514], [887, 684], [1045, 672], [1049, 499]], [[861, 536], [846, 676], [1063, 655], [1043, 495], [882, 523], [854, 714], [1005, 673], [1026, 520], [880, 536], [871, 693], [1038, 672], [1021, 512]]]"
15,4,"[""b3"", ""a3"", ""a2"", ""a1"", ""b2"", ""b1"", ""c1"", ""c2"", ""c3"", ""b2"", ""b3"", ""a3""]","[[1584134099483, 1584134110264, 1584134111397, 1584134112748, 1584134113731, 1584134114598, 1584134115514, 1584134116263, 1584134117163, 1584134122880, 1584134126846, 1584134127595], [1584134138627, 1584134140060, 1584134145360, 1584134145742, 1584134147192, 1584134147728, 1584134148259, 1584134148646, 1584134149210, 1584134151759, 1584134152275, 1584134152792], [1584134161757, 1584134162423, 1584134162923, 1584134163442, 1584134163858, 1584134164323, 1584134164890, 1584134165307, 1584134165889, 1584134167123, 1584134167507, 1584134168023], [1584134175406, 1584134176306, 1584134176773, 1584134177522, 1584134177973, 1584134178422, 1584134178872, 1584134179255, 1584134179789, 1584134180205, 1584134180672, 1584134181339], [1584134186388, 1584134189771, 1584134190120, 1584134190503, 1584134190904, 1584134192120, 1584134192537, 1584134192871, 1584134193120, 1584134194369, 1584134194753, 1584134195268], [1584134198786, 1584134199185, 1584134199518, 1584134199869, 1584134200403, 1584134201185, 1584134201486, 1584134201785, 1584134202068, 1584134202686, 1584134203118, 1584134203702], [1584134226798, 1584134227348, 1584134227682, 1584134227915, 1584134228581, 1584134229065, 1584134229598, 1584134230515, 1584134230981, 1584134231565, 1584134231914, 1584134232481]]","[[[1048, 671], [1099, 539], [958, 475], [746, 454], [922, 632], [768, 662], [737, 817], [869, 870], [1054, 889], [930, 723], [1046, 684], [1106, 542]], [[1140, 695], [1116, 540], [960, 491], [761, 471], [875, 660], [771, 659], [769, 827], [877, 867], [1061, 894], [947, 704], [1050, 682], [1086, 546]], [[1129, 680], [1097, 544], [959, 506], [773, 505], [889, 662], [767, 675], [720, 816], [896, 892], [1054, 890], [956, 704], [1056, 677], [1103, 541]], [[1123, 679], [1089, 545], [958, 500], [777, 476], [873, 653], [776, 688], [734, 815], [876, 876], [1059, 893], [916, 722], [1060, 688], [1081, 543]], [[1142, 662], [1082, 545], [955, 484], [765, 459], [887, 642], [775, 690], [727, 813], [869, 877], [1051, 873], [936, 719], [1051, 679], [1082, 539]], [[1128, 656], [1093, 539], [962, 486], [760, 458], [886, 636], [772, 683], [716, 815], [865, 871], [1064, 896], [935, 721], [1051, 694], [1064, 534]], [[1128, 704], [1075, 538], [950, 489], [762, 488], [869, 663], [778, 678], [740, 811], [955, 874], [1057, 885], [945, 715], [1071, 702], [1109, 543]]]"
16,5,"[""a1"", ""a2"", ""b2"", ""b1"", ""c1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2"", ""b2"", ""b3""]","[[1584144882740, 1584144884072, 1584144885038, 1584144885471, 1584144886088, 1584144886571, 1584144887387, 1584144887787, 1584144888321, 1584144888838, 1584144889287, 1584144889820], [1584144896069, 1584144896586, 1584144896935, 1584144897220, 1584144897769, 1584144898219, 1584144898470, 1584144898752, 1584144899019, 1584144899401, 1584144899768, 1584144900335], [1584144913467, 1584144913732, 1584144914101, 1584144914317, 1584144914899, 1584144915232, 1584144915483, 1584144915748, 1584144915982, 1584144916382, 1584144916732, 1584144917049], [1584144922714, 1584144922949, 1584144923247, 1584144923515, 1584144924165, 1584144924597, 1584144924797, 1584144925131, 1584144925480, 1584144925782, 1584144926114, 1584144926380], [1584144929698, 1584144929913, 1584144930346, 1584144930663, 1584144931081, 1584144931562, 1584144931862, 1584144932179, 1584144932379, 1584144932713, 1584144933064, 1584144933295]]","[[[443, 485], [631, 492], [688, 634], [532, 667], [490, 809], [625, 857], [811, 858], [873, 724], [875, 531], [724, 487], [665, 635], [814, 690]], [[451, 518], [631, 506], [663, 628], [534, 679], [463, 817], [635, 862], [805, 858], [849, 717], [855, 536], [724, 483], [683, 632], [807, 667]], [[473, 450], [637, 481], [688, 632], [527, 672], [485, 905], [632, 846], [809, 841], [890, 709], [880, 536], [724, 490], [669, 628], [811, 657]], [[449, 517], [626, 497], [664, 627], [537, 700], [479, 809], [641, 858], [807, 860], [872, 718], [866, 538], [719, 492], [669, 632], [818, 662]], [[463, 469], [632, 466], [663, 633], [526, 644], [494, 808], [636, 837], [813, 843], [848, 726], [856, 543], [718, 490], [697, 633], [813, 665]]]"
17,5,"[""a1"", ""a2"", ""b2"", ""b1"", ""c1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2"", ""b2"", ""b3""]","[[1584144967547, 1584144968288, 1584144968920, 1584144969390, 1584144969896, 1584144970280, 1584144970662, 1584144971036, 1584144971450, 1584144971904, 1584144972364, 1584144972802], [1584144976010, 1584144976378, 1584144976822, 1584144977190, 1584144978040, 1584144978462, 1584144978844, 1584144979274, 1584144979696, 1584144980180, 1584144980632, 1584144981140], [1584144984006, 1584144984396, 1584144984754, 1584144985114, 1584144985552, 1584144985958, 1584144986364, 1584144986722, 1584144987128, 1584144987534, 1584144988002, 1584144988480], [1584144990932, 1584144991352, 1584144991766, 1584144992126, 1584144992712, 1584144996804, 1584144997234, 1584144997576, 1584144998076, 1584144998482, 1584144998912, 1584144999372], [1584145001558, 1584145001934, 1584145002378, 1584145002714, 1584145003472, 1584145003894, 1584145004354, 1584145004808, 1584145005198, 1584145005682, 1584145006104, 1584145006510]]","[[[487, 493], [686, 493], [666, 678], [473, 677], [479, 842], [653, 854], [843, 865], [861, 671], [867, 492], [687, 493], [684, 653], [864, 669]], [[508, 477], [662, 479], [650, 667], [501, 665], [501, 831], [682, 858], [824, 864], [853, 655], [848, 515], [689, 489], [664, 675], [815, 680]], [[491, 503], [663, 500], [662, 675], [497, 673], [494, 855], [674, 858], [850, 859], [857, 692], [845, 496], [686, 490], [671, 681], [875, 687]], [[503, 486], [681, 489], [675, 669], [504, 682], [494, 834], [666, 850], [835, 846], [844, 700], [848, 504], [695, 507], [674, 680], [868, 687]], [[494, 490], [668, 486], [667, 679], [503, 674], [503, 867], [667, 872], [852, 869], [838, 683], [850, 499], [696, 497], [683, 676], [841, 679]]]"
18,5,"[""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1""]","[[1584145032792, 1584145033576, 1584145034042, 1584145034359, 1584145034710, 1584145035058, 1584145036159, 1584145036525, 1584145036841, 1584145037141, 1584145037875, 1584145038208], [1584145041309, 1584145041507, 1584145041840, 1584145042058, 1584145042374, 1584145042640, 1584145043107, 1584145043458, 1584145043807, 1584145044125, 1584145044507, 1584145044857], [1584145047307, 1584145047456, 1584145047789, 1584145048039, 1584145048356, 1584145048589, 1584145048940, 1584145049223, 1584145049622, 1584145049939, 1584145050239, 1584145050539], [1584145052656, 1584145052872, 1584145053173, 1584145053440, 1584145053705, 1584145053922, 1584145054289, 1584145054573, 1584145055372, 1584145055589, 1584145055889, 1584145056171], [1584145058137, 1584145058304, 1584145058639, 1584145058888, 1584145059204, 1584145059420, 1584145059821, 1584145060121, 1584145060504, 1584145060737, 1584145061021, 1584145061336]]","[[[533, 484], [722, 498], [759, 630], [625, 689], [578, 534], [716, 484], [775, 644], [627, 677], [571, 542], [725, 481], [772, 636], [624, 675]], [[540, 478], [724, 479], [764, 631], [629, 698], [593, 538], [728, 472], [781, 637], [618, 687], [570, 535], [723, 495], [779, 637], [622, 666]], [[538, 481], [716, 482], [783, 633], [627, 692], [597, 532], [715, 492], [777, 633], [633, 687], [574, 541], [720, 503], [759, 628], [627, 676]], [[552, 491], [717, 485], [772, 626], [620, 693], [574, 533], [718, 480], [770, 628], [628, 681], [575, 534], [717, 496], [767, 641], [628, 683]], [[542, 494], [730, 492], [768, 637], [633, 676], [580, 544], [715, 493], [791, 637], [624, 688], [578, 542], [715, 502], [766, 631], [632, 689]]]"
19,5,"[""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1""]","[[1584145106087, 1584145106766, 1584145107679, 1584145108164, 1584145108616, 1584145109068, 1584145109498, 1584145109944, 1584145110374, 1584145110834, 1584145111278, 1584145111740], [1584145113380, 1584145113786, 1584145114193, 1584145114582, 1584145114974, 1584145115340, 1584145115755, 1584145116144, 1584145116518, 1584145116894, 1584145117316, 1584145117658], [1584145119056, 1584145119408, 1584145119752, 1584145120064, 1584145120438, 1584145120782, 1584145121196, 1584145121564, 1584145121922, 1584145122266, 1584145122642, 1584145123000], [1584145124352, 1584145124694, 1584145125062, 1584145125422, 1584145125788, 1584145126148, 1584145126562, 1584145126920, 1584145127318, 1584145127694, 1584145128116, 1584145128466], [1584145129716, 1584145130090, 1584145130482, 1584145130786, 1584145131246, 1584145134362, 1584145134870, 1584145135230, 1584145135628, 1584145135980, 1584145136338, 1584145136666]]","[[[593, 507], [762, 500], [762, 674], [565, 681], [590, 510], [753, 501], [747, 692], [575, 681], [569, 503], [745, 504], [763, 707], [573, 706]], [[605, 506], [756, 500], [767, 688], [579, 671], [590, 496], [786, 493], [750, 674], [585, 679], [584, 489], [756, 491], [752, 695], [577, 692]], [[593, 478], [786, 506], [774, 674], [589, 667], [617, 469], [765, 481], [759, 681], [589, 679], [587, 490], [762, 497], [770, 685], [596, 680]], [[604, 487], [778, 500], [782, 673], [573, 673], [589, 466], [760, 481], [766, 708], [589, 686], [582, 492], [769, 490], [759, 653], [601, 662]], [[603, 477], [762, 489], [782, 673], [567, 672], [594, 489], [739, 501], [741, 671], [555, 683], [578, 489], [770, 489], [766, 668], [600, 672]]]"
20,4,"[""b3"", ""a3"", ""a2"", ""a1"", ""b2"", ""b1"", ""c1"", ""c2"", ""c3"", ""b2"", ""b3"", ""a3""]","[[1584145722417, 1584145725521, 1584145726450, 1584145726970, 1584145728904, 1584145729399, 1584145729869, 1584145730327, 1584145730805, 1584145733007, 1584145733481, 1584145734252], [1584145741313, 1584145742705, 1584145743333, 1584145743868, 1584145744513, 1584145745418, 1584145745992, 1584145746401, 1584145747045, 1584145747485, 1584145748108, 1584145748751], [1584145755752, 1584145756411, 1584145757056, 1584145757662, 1584145758244, 1584145758763, 1584145759352, 1584145759950, 1584145760484, 1584145760893, 1584145761720, 1584145762183], [1584145766249, 1584145766776, 1584145767223, 1584145768286, 1584145768970, 1584145770101, 1584145770510, 1584145771005, 1584145771461, 1584145771872, 1584145772352, 1584145772759], [1584145776220, 1584145776619, 1584145777075, 1584145777839, 1584145778296, 1584145778751, 1584145779151, 1584145779891, 1584145780458, 1584145780905, 1584145781324, 1584145782171], [1584145786528, 1584145787101, 1584145788330, 1584145789099, 1584145789548, 1584145790003, 1584145790460, 1584145790861, 1584145791371, 1584145791773, 1584145792254, 1584145792693]]","[[[1112, 660], [1097, 504], [896, 485], [748, 498], [922, 673], [738, 658], [756, 826], [881, 851], [1056, 870], [930, 661], [1100, 680], [1095, 492]], [[1103, 686], [1112, 511], [934, 458], [738, 493], [905, 662], [713, 684], [755, 869], [885, 874], [1117, 860], [887, 670], [1084, 690], [1098, 520]], [[1070, 668], [1090, 474], [948, 499], [753, 491], [925, 689], [756, 680], [742, 844], [888, 848], [1079, 867], [885, 648], [1112, 669], [1074, 510]], [[1073, 695], [1076, 522], [920, 486], [752, 478], [927, 686], [752, 674], [746, 857], [904, 866], [1081, 883], [920, 669], [1088, 668], [1095, 508]], [[1074, 702], [1082, 542], [955, 490], [741, 488], [950, 690], [743, 693], [751, 860], [883, 867], [1093, 873], [911, 691], [1128, 681], [1099, 501]], [[1091, 687], [1103, 514], [893, 478], [762, 485], [920, 670], [758, 688], [761, 862], [954, 864], [1074, 873], [906, 658], [1078, 680], [1106, 513]]]"
21,4,"[""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1""]","[[1584145840232, 1584145841132, 1584145841798, 1584145842514, 1584145843165, 1584145843631, 1584145844114, 1584145844648, 1584145845114, 1584145845714, 1584145846181, 1584145846697], [1584145850697, 1584145851147, 1584145851580, 1584145852114, 1584145852580, 1584145852980, 1584145853396, 1584145853930, 1584145854347, 1584145854863, 1584145855346, 1584145855830], [1584145859095, 1584145859613, 1584145860028, 1584145860895, 1584145861462, 1584145861962, 1584145862429, 1584145862962, 1584145863544, 1584145864012, 1584145864428, 1584145864844], [1584145868012, 1584145868395, 1584145868878, 1584145869378, 1584145870028, 1584145870528, 1584145871077, 1584145871461, 1584145871978, 1584145872361, 1584145872844, 1584145873210], [1584145876327, 1584145876760, 1584145877193, 1584145877760, 1584145878310, 1584145878760, 1584145879209, 1584145879577, 1584145879960, 1584145880360, 1584145880726, 1584145881227], [1584145883860, 1584145884259, 1584145884792, 1584145885259, 1584145885659, 1584145886026, 1584145886426, 1584145886825, 1584145887226, 1584145887542, 1584145887943, 1584145888309]]","[[[803, 450], [959, 497], [997, 628], [866, 697], [819, 547], [965, 517], [974, 638], [862, 681], [816, 544], [957, 507], [996, 635], [867, 688]], [[771, 497], [958, 515], [995, 629], [860, 695], [829, 546], [968, 516], [1025, 644], [857, 701], [809, 544], [958, 518], [1002, 641], [865, 692]], [[776, 517], [958, 519], [1006, 628], [871, 672], [843, 540], [955, 503], [1007, 636], [871, 688], [812, 542], [958, 495], [989, 635], [852, 679]], [[777, 508], [969, 511], [1000, 632], [868, 683], [848, 534], [961, 496], [986, 633], [849, 670], [822, 535], [958, 512], [983, 635], [868, 674]], [[772, 503], [953, 503], [976, 640], [867, 686], [836, 539], [960, 520], [1003, 639], [866, 684], [819, 536], [964, 505], [985, 634], [869, 687]], [[773, 508], [962, 511], [988, 635], [870, 682], [832, 544], [971, 512], [1018, 635], [858, 702], [831, 540], [957, 517], [1023, 633], [867, 678]]]"
22,4,"[""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""b2"", ""b1""]","[[1584145910348, 1584145910915, 1584145911481, 1584145912055, 1584145912518, 1584145912919, 1584145913400, 1584145913807, 1584145914469, 1584145914964, 1584145915443, 1584145915813], [1584145919120, 1584145919666, 1584145920137, 1584145920572, 1584145921057, 1584145921829, 1584145922316, 1584145923637, 1584145924086, 1584145924769, 1584145925306, 1584145925815], [1584145927616, 1584145928034, 1584145928449, 1584145928843, 1584145929315, 1584145929755, 1584145930171, 1584145930549, 1584145931255, 1584145931767, 1584145932207, 1584145932625], [1584145939947, 1584145940347, 1584145940732, 1584145941124, 1584145941715, 1584145942171, 1584145942587, 1584145942965, 1584145943336, 1584145943736, 1584145944113, 1584145944475], [1584145946755, 1584145947361, 1584145947817, 1584145948256, 1584145948652, 1584145949027, 1584145949437, 1584145949823, 1584145950192, 1584145950609, 1584145951017, 1584145951433], [1584145953895, 1584145954249, 1584145954627, 1584145955287, 1584145955633, 1584145956033, 1584145956435, 1584145956829, 1584145957291, 1584145957763, 1584145958291, 1584145958818]]","[[[811, 495], [997, 497], [987, 684], [862, 704], [847, 515], [975, 495], [959, 679], [859, 696], [848, 513], [958, 503], [983, 683], [822, 680]], [[839, 487], [1041, 473], [995, 693], [825, 690], [826, 523], [1022, 498], [1007, 704], [853, 698], [852, 495], [1012, 488], [994, 641], [835, 685]], [[843, 495], [998, 475], [987, 672], [839, 691], [819, 476], [979, 496], [973, 676], [784, 697], [832, 493], [1000, 485], [989, 668], [803, 708]], [[845, 455], [1002, 484], [1000, 673], [850, 713], [860, 516], [974, 497], [979, 650], [831, 698], [817, 529], [1025, 503], [995, 672], [830, 693]], [[779, 494], [985, 494], [985, 642], [838, 660], [824, 518], [974, 500], [970, 648], [812, 673], [833, 497], [997, 491], [999, 659], [824, 663]], [[836, 501], [1041, 479], [984, 725], [840, 693], [831, 538], [971, 495], [981, 661], [839, 690], [831, 502], [994, 468], [990, 675], [803, 677]]]"
23,6,"[""a1"", ""b2"", ""c3"", ""c2"", ""c1"", ""b1"", ""a2"", ""a3"", ""b3"", ""c3"", ""b2"", ""a1""]","[[1584178283991, 1584178284758, 1584178285574, 1584178286342, 1584178286994, 1584178287626, 1584178288293, 1584178289044, 1584178289844, 1584178291144, 1584178292378, 1584178293412], [1584178297630, 1584178298431, 1584178299364, 1584178300178, 1584178301016, 1584178301833, 1584178302550, 1584178303316, 1584178304080, 1584178304851, 1584178305602, 1584178306268], [1584178308737, 1584178309387, 1584178310154, 1584178311269, 1584178312037, 1584178312821, 1584178313572, 1584178314305, 1584178315106, 1584178316007, 1584178316840, 1584178317590], [1584178319958, 1584178320642, 1584178321425, 1584178322209, 1584178322993, 1584178323759, 1584178324493, 1584178325261, 1584178326111, 1584178326811, 1584178327577, 1584178328345], [1584178330468, 1584178331064, 1584178331780, 1584178333497, 1584178334214, 1584178334965, 1584178335653, 1584178336349, 1584178337083, 1584178337817, 1584178338533, 1584178339434]]","[[[286, 598], [504, 789], [683, 979], [503, 973], [304, 947], [321, 764], [504, 610], [702, 609], [673, 788], [691, 972], [511, 797], [302, 601]], [[318, 601], [503, 787], [696, 964], [510, 971], [314, 950], [344, 768], [508, 585], [704, 615], [690, 796], [681, 971], [521, 764], [289, 595]], [[302, 595], [490, 793], [672, 958], [504, 966], [316, 949], [311, 774], [521, 589], [712, 606], [700, 777], [716, 954], [494, 811], [311, 600]], [[293, 631], [517, 774], [677, 967], [503, 946], [315, 932], [325, 789], [533, 584], [707, 593], [708, 768], [660, 973], [517, 779], [312, 592]], [[332, 591], [485, 784], [672, 950], [502, 959], [332, 928], [318, 763], [524, 601], [711, 600], [706, 775], [670, 979], [499, 762], [293, 580]]]"
24,7,"[""a1"", ""a2"", ""b2"", ""b3"", ""c3"", ""b3"", ""b2"", ""a2"", ""a1"", ""b1"", ""c1"", ""c2""]","[[1584185036782, 1584185036915, 1584185037332, 1584185037716, 1584185038332, 1584185039517, 1584185039899, 1584185040216, 1584185040599, 1584185041899, 1584185042616, 1584185043416], [1584185051999, 1584185052133, 1584185052366, 1584185052634, 1584185052899, 1584185053199, 1584185053499, 1584185053850, 1584185054049, 1584185054333, 1584185054716, 1584185055150], [1584185057517, 1584185057667, 1584185057867, 1584185058183, 1584185058450, 1584185059066, 1584185059283, 1584185059600, 1584185061217, 1584185061900, 1584185062350, 1584185062717], [1584185066984, 1584185067133, 1584185067350, 1584185068317, 1584185068734, 1584185069084, 1584185069368, 1584185069634, 1584185069968, 1584185070317, 1584185071251, 1584185071551], [1584185078451, 1584185078601, 1584185078868, 1584185079118, 1584185079451, 1584185079768, 1584185080068, 1584185080385, 1584185080685, 1584185081051, 1584185081485, 1584185081801]]","[[[535, 495], [700, 503], [733, 633], [883, 684], [931, 810], [932, 724], [795, 657], [735, 543], [605, 478], [567, 630], [555, 809], [713, 824]], [[539, 469], [727, 468], [776, 634], [896, 708], [929, 823], [940, 722], [801, 678], [716, 529], [597, 510], [548, 637], [539, 822], [712, 844]], [[521, 504], [705, 496], [743, 634], [884, 670], [921, 827], [918, 712], [792, 695], [724, 538], [617, 483], [619, 678], [595, 817], [707, 870]], [[523, 479], [707, 508], [753, 638], [888, 689], [930, 819], [939, 716], [788, 658], [740, 545], [598, 486], [562, 634], [570, 811], [719, 831]], [[543, 480], [710, 471], [744, 631], [924, 726], [923, 827], [955, 717], [793, 682], [755, 539], [608, 477], [573, 642], [600, 820], [722, 835]]]"
25,7,"[""a1"", ""a2"", ""b2"", ""b3"", ""c3"", ""b3"", ""b2"", ""a2"", ""a1"", ""b1"", ""c1"", ""c2""]","[[1584185109123, 1584185109544, 1584185110855, 1584185111296, 1584185111762, 1584185112539, 1584185113068, 1584185113503, 1584185113947, 1584185114530, 1584185114975, 1584185115445], [1584185117462, 1584185117823, 1584185118183, 1584185118601, 1584185118933, 1584185119233, 1584185119566, 1584185119921, 1584185120283, 1584185120677, 1584185121069, 1584185121444], [1584185123152, 1584185123513, 1584185123859, 1584185124277, 1584185124660, 1584185125233, 1584185125593, 1584185125921, 1584185126277, 1584185126661, 1584185127040, 1584185127419], [1584185129279, 1584185129632, 1584185129955, 1584185130283, 1584185130615, 1584185130934, 1584185131241, 1584185131583, 1584185135631, 1584185136172, 1584185136684, 1584185137106], [1584185139104, 1584185139430, 1584185139753, 1584185140077, 1584185140408, 1584185140713, 1584185141037, 1584185141389, 1584185141724, 1584185142074, 1584185142430, 1584185142828]]","[[[588, 488], [766, 493], [726, 693], [913, 682], [921, 843], [960, 697], [774, 687], [752, 510], [576, 475], [556, 668], [582, 849], [744, 860]], [[543, 483], [750, 528], [759, 723], [933, 683], [928, 860], [949, 671], [727, 687], [761, 500], [576, 496], [613, 668], [576, 830], [713, 855]], [[569, 502], [767, 502], [728, 718], [928, 674], [927, 863], [953, 676], [735, 669], [740, 503], [565, 492], [577, 666], [566, 828], [753, 853]], [[599, 514], [746, 492], [779, 691], [939, 667], [889, 863], [922, 672], [745, 686], [756, 492], [567, 509], [579, 649], [555, 861], [725, 847]], [[610, 483], [764, 511], [751, 673], [940, 681], [908, 838], [895, 659], [741, 685], [721, 476], [586, 481], [561, 656], [555, 831], [758, 859]]]"
