ID,UserID,Combination,Time,Position
26,7,"[""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1""]","[[1584185191842, 1584185192809, 1584185193225, 1584185193642, 1584185194725, 1584185195675, 1584185196675, 1584185197342, 1584185197875, 1584185198292, 1584185198775, 1584185199275], [1584185202359, 1584185202726, 1584185203075, 1584185203360, 1584185203642, 1584185203976, 1584185204492, 1584185204842, 1584185205160, 1584185205442, 1584185205810, 1584185206159], [1584185209609, 1584185209909, 1584185210243, 1584185210609, 1584185211393, 1584185211793, 1584185212943, 1584185213393, 1584185213976, 1584185214493, 1584185214810, 1584185215210], [1584185217676, 1584185217893, 1584185218210, 1584185218510, 1584185218760, 1584185219060, 1584185219710, 1584185219993, 1584185220210, 1584185220360, 1584185220610, 1584185220960], [1584185222710, 1584185222960, 1584185223243, 1584185223460, 1584185223728, 1584185224060, 1584185224727, 1584185224977, 1584185225277, 1584185225543, 1584185226127, 1584185226794]]","[[[619, 500], [798, 515], [847, 653], [706, 682], [704, 517], [801, 491], [702, 511], [695, 642], [792, 682], [846, 539], [710, 486], [704, 651]], [[613, 496], [796, 473], [852, 627], [710, 684], [670, 540], [795, 476], [707, 481], [630, 647], [805, 712], [827, 540], [705, 482], [667, 632]], [[619, 522], [800, 492], [820, 638], [698, 674], [673, 544], [800, 483], [687, 515], [683, 637], [791, 686], [822, 537], [698, 499], [675, 635]], [[612, 500], [798, 470], [820, 630], [700, 668], [653, 545], [798, 476], [698, 482], [674, 629], [810, 641], [845, 543], [700, 489], [669, 636]], [[611, 483], [795, 498], [810, 636], [698, 697], [652, 539], [795, 506], [708, 487], [655, 638], [807, 699], [839, 528], [677, 446], [686, 633]]]"
27,7,"[""a1"", ""a2"", ""b2"", ""b1"", ""a1"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1""]","[[1584185240501, 1584185241119, 1584185241547, 1584185241887, 1584185242283, 1584185242654, 1584185243086, 1584185243488, 1584185243850, 1584185244190, 1584185244538, 1584185244913], [1584185246607, 1584185246941, 1584185247295, 1584185247603, 1584185247988, 1584185248319, 1584185249376, 1584185249764, 1584185250103, 1584185250486, 1584185250901, 1584185251284], [1584185253035, 1584185253403, 1584185253772, 1584185254075, 1584185254397, 1584185254849, 1584185255294, 1584185255657, 1584185256390, 1584185256723, 1584185257107, 1584185257493], [1584185259306, 1584185259703, 1584185260014, 1584185260329, 1584185261257, 1584185261614, 1584185261967, 1584185262326, 1584185262675, 1584185263564, 1584185263928, 1584185264496], [1584185266813, 1584185267144, 1584185267475, 1584185267787, 1584185268344, 1584185268812, 1584185269162, 1584185269527, 1584185269918, 1584185270845, 1584185271298, 1584185271765]]","[[[654, 497], [800, 487], [817, 664], [637, 688], [656, 503], [815, 501], [626, 475], [653, 638], [848, 678], [804, 481], [653, 484], [656, 673]], [[651, 493], [861, 508], [823, 689], [622, 667], [666, 512], [852, 521], [669, 471], [671, 673], [873, 704], [822, 513], [662, 524], [678, 658]], [[640, 515], [864, 498], [837, 674], [658, 695], [663, 505], [862, 512], [678, 492], [659, 657], [847, 669], [805, 496], [666, 477], [650, 658]], [[676, 447], [860, 494], [820, 670], [616, 702], [674, 529], [840, 505], [697, 500], [684, 694], [810, 667], [840, 495], [652, 483], [648, 662]], [[667, 479], [871, 498], [846, 691], [644, 689], [674, 512], [836, 520], [662, 495], [660, 672], [815, 676], [862, 506], [671, 486], [635, 652]]]"
28,8,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""c1"", ""b1"", ""a1"", ""a2"", ""a3"", ""b3""]","[[1584194075797, 1584194076214, 1584194076497, 1584194077614, 1584194077914, 1584194078547, 1584194078730, 1584194079397, 1584194079647, 1584194080197, 1584194080814, 1584194081264], [1584194085464, 1584194085697, 1584194085880, 1584194086164, 1584194086397, 1584194086863, 1584194087047, 1584194087564, 1584194087880, 1584194088314, 1584194088564, 1584194089064], [1584194091897, 1584194092013, 1584194092130, 1584194092931, 1584194093297, 1584194093747, 1584194093863, 1584194094197, 1584194094363, 1584194094680, 1584194094813, 1584194095363], [1584194097813, 1584194098063, 1584194098330, 1584194098697, 1584194098963, 1584194099313, 1584194099430, 1584194099680, 1584194099847, 1584194100180, 1584194100347, 1584194100863], [1584194102447, 1584194102630, 1584194102797, 1584194103030, 1584194103197, 1584194103680, 1584194103880, 1584194104097, 1584194104263, 1584194104713, 1584194104880, 1584194105297]]","[[[734, 457], [908, 484], [1090, 503], [1145, 627], [1134, 820], [991, 864], [811, 847], [764, 718], [765, 544], [912, 513], [1093, 518], [1149, 632]], [[729, 507], [914, 480], [1087, 506], [1179, 659], [1146, 812], [970, 902], [809, 882], [749, 713], [804, 524], [908, 482], [1088, 498], [1111, 638]], [[733, 479], [913, 476], [1100, 476], [1148, 635], [1151, 818], [988, 870], [818, 852], [752, 701], [773, 539], [919, 468], [1097, 477], [1131, 632]], [[732, 482], [903, 483], [1089, 488], [1116, 630], [1112, 812], [980, 874], [810, 860], [767, 718], [792, 540], [911, 471], [1097, 486], [1138, 628]], [[736, 486], [907, 482], [1083, 492], [1149, 634], [1147, 813], [988, 893], [808, 863], [745, 713], [794, 531], [925, 475], [1086, 493], [1140, 629]]]"
29,8,"[""c3"", ""b3"", ""a3"", ""a2"", ""b2"", ""c2"", ""c1"", ""b1"", ""a1"", ""b1"", ""c1"", ""c2""]","[[1584194459204, 1584194459523, 1584194459987, 1584194460376, 1584194460723, 1584194461158, 1584194461561, 1584194461927, 1584194462356, 1584194464939, 1584194465490, 1584194466237], [1584194477012, 1584194477367, 1584194477775, 1584194478136, 1584194478544, 1584194478980, 1584194479325, 1584194479720, 1584194480107, 1584194480555, 1584194481113, 1584194484685], [1584194486658, 1584194487208, 1584194487507, 1584194487894, 1584194488400, 1584194488817, 1584194489170, 1584194489484, 1584194489841, 1584194490182, 1584194490630, 1584194490990], [1584194510066, 1584194510426, 1584194510833, 1584194511262, 1584194511679, 1584194512064, 1584194512462, 1584194512897, 1584194513307, 1584194513646, 1584194514012, 1584194514431], [1584194516064, 1584194516418, 1584194516830, 1584194517198, 1584194517535, 1584194517933, 1584194518291, 1584194518774, 1584194519247, 1584194519694, 1584194520312, 1584194521001], [1584194522280, 1584194522631, 1584194523107, 1584194523900, 1584194524267, 1584194524680, 1584194525047, 1584194525463, 1584194525876, 1584194526612, 1584194526982, 1584194528002], [1584194529303, 1584194529689, 1584194530102, 1584194530515, 1584194530940, 1584194531638, 1584194532246, 1584194532718, 1584194533259, 1584194533632, 1584194534283, 1584194534717]]","[[[1141, 811], [1134, 647], [1147, 486], [982, 478], [961, 653], [964, 807], [775, 823], [777, 648], [784, 469], [777, 679], [789, 818], [947, 832]], [[1144, 782], [1142, 625], [1145, 474], [934, 463], [940, 661], [955, 851], [725, 822], [771, 631], [771, 478], [774, 637], [783, 837], [984, 798]], [[1108, 816], [1148, 602], [1146, 479], [950, 467], [946, 632], [962, 822], [781, 801], [784, 668], [763, 451], [816, 653], [771, 814], [943, 829]], [[1137, 820], [1140, 621], [1112, 463], [952, 459], [950, 647], [944, 818], [729, 805], [809, 622], [797, 473], [797, 616], [769, 814], [910, 798]], [[1116, 823], [1152, 655], [1169, 453], [979, 468], [953, 661], [941, 839], [759, 817], [780, 645], [787, 490], [774, 677], [777, 833], [959, 814]], [[1128, 813], [1144, 615], [1103, 483], [948, 436], [952, 666], [960, 863], [739, 837], [776, 605], [778, 444], [799, 665], [782, 802], [948, 805]], [[1140, 815], [1145, 633], [1142, 463], [961, 466], [912, 631], [952, 816], [768, 808], [781, 640], [813, 439], [790, 626], [805, 829], [957, 802]]]"
30,8,"[""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1"", ""b2"", ""a2"", ""a1"", ""b1"", ""b2""]","[[1584194552006, 1584194552439, 1584194552789, 1584194553122, 1584194553573, 1584194553872, 1584194554255, 1584194554605, 1584194554972, 1584194555305, 1584194555805, 1584194556139], [1584194561889, 1584194562055, 1584194562389, 1584194562605, 1584194562805, 1584194563123, 1584194563405, 1584194563589, 1584194563789, 1584194564039, 1584194564522, 1584194564955], [1584194573821, 1584194574088, 1584194574371, 1584194574671, 1584194574905, 1584194575189, 1584194575488, 1584194575788, 1584194576021, 1584194576255, 1584194576588, 1584194577038], [1584194584805, 1584194585505, 1584194585905, 1584194586238, 1584194586472, 1584194586821, 1584194587238, 1584194587588, 1584194587871, 1584194588154, 1584194588755, 1584194589105], [1584194590655, 1584194590938, 1584194591205, 1584194591505, 1584194591838, 1584194592088, 1584194592438, 1584194592738, 1584194592939, 1584194593254, 1584194593671, 1584194594271]]","[[[1085, 510], [891, 535], [856, 629], [994, 694], [1053, 543], [906, 495], [840, 639], [999, 676], [1037, 545], [900, 514], [821, 646], [1000, 662]], [[1078, 472], [896, 462], [847, 633], [998, 686], [1075, 530], [907, 491], [874, 633], [1008, 668], [1073, 531], [909, 478], [825, 655], [996, 682]], [[1087, 489], [910, 482], [842, 638], [999, 696], [1031, 536], [900, 487], [838, 635], [1001, 692], [1055, 541], [896, 474], [854, 626], [1016, 701]], [[1088, 516], [880, 536], [848, 631], [1000, 666], [1051, 545], [902, 474], [839, 635], [996, 656], [1034, 544], [911, 490], [859, 638], [993, 667]], [[1081, 492], [901, 525], [872, 635], [999, 695], [1082, 523], [900, 481], [845, 633], [1003, 671], [1032, 537], [905, 479], [816, 652], [1000, 691]]]"
31,8,"[""b1"", ""a2"", ""b2"", ""a1"", ""b1"", ""a2"", ""b2"", ""a1"", ""b1"", ""a2"", ""b2"", ""a1""]","[[1584194606531, 1584194606840, 1584194607692, 1584194607991, 1584194608981, 1584194609294, 1584194609887, 1584194610790, 1584194611136, 1584194611488, 1584194611994, 1584194612679], [1584194613821, 1584194614152, 1584194614467, 1584194614797, 1584194615173, 1584194615504, 1584194615860, 1584194616172, 1584194616571, 1584194616940, 1584194617290, 1584194617666], [1584194618636, 1584194618961, 1584194619294, 1584194619663, 1584194620137, 1584194620458, 1584194620812, 1584194621145, 1584194621541, 1584194621863, 1584194622227, 1584194622569], [1584194623510, 1584194624137, 1584194624496, 1584194624830, 1584194625178, 1584194625542, 1584194625897, 1584194626255, 1584194626626, 1584194627025, 1584194627373, 1584194627731], [1584194629491, 1584194629805, 1584194630191, 1584194630647, 1584194630978, 1584194631323, 1584194631666, 1584194632163, 1584194632477, 1584194632852, 1584194633221, 1584194633807]]","[[[904, 629], [1062, 463], [1064, 645], [883, 463], [894, 620], [1059, 454], [1038, 636], [847, 470], [873, 624], [1074, 429], [1068, 633], [879, 425]], [[864, 614], [1017, 440], [1032, 646], [860, 462], [876, 627], [1031, 446], [1049, 656], [838, 449], [847, 618], [1022, 419], [1032, 627], [890, 482]], [[894, 624], [1037, 452], [1032, 642], [888, 486], [881, 658], [1063, 481], [1079, 627], [895, 444], [882, 610], [1037, 460], [1059, 627], [868, 442]], [[893, 612], [1059, 442], [1033, 650], [878, 461], [868, 646], [1042, 460], [1006, 653], [857, 484], [835, 672], [1019, 456], [1045, 627], [886, 493]], [[887, 632], [1061, 454], [1064, 624], [886, 453], [892, 632], [1043, 471], [1036, 688], [878, 472], [855, 636], [1053, 447], [1078, 616], [883, 438]]]"
32,9,"[""a1"", ""b1"", ""c1"", ""c2"", ""c3"", ""b3"", ""a3"", ""a2"", ""a1"", ""b1"", ""c1"", ""c2""]","[[1584198220036, 1584198220630, 1584198221099, 1584198221561, 1584198221957, 1584198222374, 1584198222805, 1584198223225, 1584198223775, 1584198224177, 1584198224619, 1584198225163], [1584198227639, 1584198227997, 1584198228398, 1584198228719, 1584198229070, 1584198229402, 1584198229752, 1584198230094, 1584198230447, 1584198230794, 1584198231112, 1584198231420], [1584198233361, 1584198238425, 1584198239470, 1584198240140, 1584198240720, 1584198241576, 1584198242118, 1584198242830, 1584198243539, 1584198244134, 1584198244728, 1584198245285], [1584198247370, 1584198247946, 1584198248583, 1584198249209, 1584198249843, 1584198250473, 1584198251094, 1584198251665, 1584198252267, 1584198252896, 1584198253530, 1584198254116], [1584198256177, 1584198256778, 1584198257415, 1584198258046, 1584198258654, 1584198259384, 1584198259934, 1584198260569, 1584198261190, 1584198261822, 1584198262348, 1584198262977]]","[[[326, 1034], [326, 1198], [329, 1407], [485, 1403], [649, 1389], [676, 1212], [678, 1028], [520, 1050], [353, 1020], [335, 1203], [345, 1414], [499, 1415]], [[327, 1047], [354, 1216], [343, 1406], [507, 1425], [657, 1385], [677, 1227], [666, 1053], [501, 1038], [349, 1047], [345, 1185], [342, 1397], [501, 1375]], [[327, 1051], [320, 1238], [340, 1362], [483, 1377], [655, 1416], [684, 1206], [698, 1030], [502, 1029], [324, 1027], [314, 1196], [325, 1417], [493, 1419]], [[324, 1053], [326, 1202], [321, 1396], [494, 1405], [659, 1388], [689, 1214], [687, 1025], [498, 1003], [324, 1023], [331, 1209], [341, 1414], [496, 1404]], [[332, 1060], [330, 1253], [345, 1409], [504, 1397], [662, 1388], [686, 1198], [677, 1040], [508, 1043], [335, 1054], [324, 1210], [322, 1392], [484, 1401]]]"
33,10,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""c1"", ""b1"", ""b2"", ""b3"", ""c3"", ""c2""]","[[1584201924766, 1584201925337, 1584201926184, 1584201926950, 1584201927532, 1584201928186, 1584201928855, 1584201929670, 1584201930438, 1584201931286, 1584201932051, 1584201932885], [1584201937273, 1584201937801, 1584201938338, 1584201939047, 1584201939597, 1584201940046, 1584201941552, 1584201942340, 1584201943138, 1584201944004, 1584201944541, 1584201945323], [1584201948337, 1584201948872, 1584201949604, 1584201952305, 1584201953102, 1584201953982, 1584201954888, 1584201955439, 1584201956221, 1584201958221, 1584201958956, 1584201959689], [1584201963271, 1584201963802, 1584201964306, 1584201964836, 1584201965457, 1584201966239, 1584201966989, 1584201967721, 1584201968419, 1584201969249, 1584201970069, 1584201970953], [1584201974670, 1584201975273, 1584201975773, 1584201976890, 1584201977668, 1584201978320, 1584201979073, 1584201979891, 1584201980487, 1584201981503, 1584201982305, 1584201983271]]","[[[315, 543], [457, 584], [678, 568], [656, 757], [655, 950], [490, 942], [314, 948], [295, 764], [483, 766], [665, 756], [687, 978], [515, 960]], [[294, 561], [489, 577], [691, 586], [646, 748], [676, 951], [507, 973], [309, 932], [300, 727], [478, 747], [667, 753], [681, 925], [504, 939]], [[312, 561], [471, 576], [687, 572], [662, 748], [688, 978], [449, 947], [313, 958], [307, 782], [527, 768], [646, 766], [678, 967], [501, 971]], [[276, 591], [480, 572], [681, 564], [701, 757], [702, 919], [462, 949], [262, 936], [307, 751], [503, 747], [693, 755], [688, 946], [467, 946]], [[264, 571], [517, 584], [667, 579], [708, 738], [665, 959], [493, 905], [263, 962], [308, 729], [513, 743], [679, 766], [686, 980], [475, 948]]]"
34,11,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""c1"", ""b1"", ""b2"", ""c2"", ""c3"", ""b3""]","[[1584207361336, 1584207361659, 1584207361877, 1584207362995, 1584207363218, 1584207363768, 1584207364155, 1584207364525, 1584207364892, 1584207365460, 1584207366497, 1584207366968], [1584207384835, 1584207385127, 1584207385228, 1584207385929, 1584207386099, 1584207386317, 1584207386484, 1584207386935, 1584207387272, 1584207388405, 1584207388895, 1584207389414], [1584207392475, 1584207392698, 1584207392899, 1584207393951, 1584207394706, 1584207394959, 1584207395195, 1584207395612, 1584207395964, 1584207397500, 1584207398057, 1584207398461], [1584207410353, 1584207410571, 1584207410674, 1584207411306, 1584207411459, 1584207411861, 1584207411979, 1584207412897, 1584207413669, 1584207414071, 1584207414424, 1584207414726], [1584207417838, 1584207418076, 1584207418244, 1584207418629, 1584207418814, 1584207419364, 1584207419717, 1584207420035, 1584207420354, 1584207420588, 1584207420924, 1584207421225], [1584207423533, 1584207423704, 1584207423839, 1584207424205, 1584207424474, 1584207424992, 1584207425128, 1584207425512, 1584207425747, 1584207426098, 1584207426366, 1584207426618], [1584207428559, 1584207428696, 1584207428947, 1584207429315, 1584207429616, 1584207430052, 1584207430253, 1584207430638, 1584207430939, 1584207431292, 1584207431577, 1584207431860], [1584207433735, 1584207433873, 1584207434023, 1584207434973, 1584207435163, 1584207435496, 1584207435647, 1584207435949, 1584207436250, 1584207436618, 1584207437087, 1584207437389]]","[[[474, 540], [644, 533], [823, 518], [874, 630], [859, 814], [714, 833], [537, 846], [500, 726], [639, 702], [683, 810], [807, 844], [875, 713]], [[500, 545], [656, 515], [810, 515], [828, 655], [840, 821], [701, 842], [541, 852], [475, 721], [631, 678], [649, 817], [806, 861], [852, 724]], [[444, 492], [632, 477], [808, 483], [850, 721], [840, 816], [720, 855], [530, 858], [492, 725], [645, 695], [673, 823], [817, 889], [855, 688]], [[444, 499], [634, 509], [813, 517], [873, 633], [875, 812], [723, 863], [521, 832], [491, 722], [636, 671], [680, 814], [813, 855], [835, 696]], [[473, 538], [646, 519], [812, 505], [843, 635], [869, 811], [719, 871], [536, 860], [521, 718], [624, 679], [679, 818], [820, 866], [856, 701]], [[444, 485], [662, 472], [811, 472], [864, 640], [881, 815], [702, 868], [541, 852], [481, 721], [627, 673], [662, 820], [813, 857], [866, 707]], [[466, 527], [632, 504], [811, 507], [820, 659], [857, 815], [724, 858], [535, 835], [522, 707], [640, 667], [702, 815], [822, 850], [897, 697]], [[469, 535], [624, 505], [831, 514], [860, 629], [856, 808], [720, 838], [509, 816], [481, 715], [648, 634], [676, 812], [814, 850], [856, 722]]]"
35,10,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""c1"", ""b1"", ""b2"", ""b3"", ""c3"", ""c2""]","[[1584211754080, 1584211754647, 1584211755196, 1584211755780, 1584211756446, 1584211757180, 1584211757763, 1584211758613, 1584211759323, 1584211760262, 1584211761097, 1584211761947], [1584211764910, 1584211767464, 1584211768416, 1584211769194, 1584211769865, 1584211770563, 1584211771216, 1584211772044, 1584211772763, 1584211773594, 1584211774344, 1584211775148], [1584211778345, 1584211779031, 1584211779799, 1584211780498, 1584211781230, 1584211781931, 1584211782713, 1584211783431, 1584211784131, 1584211784845, 1584211785582, 1584211786362], [1584211790282, 1584211790929, 1584211791417, 1584211792115, 1584211792649, 1584211793242, 1584211793615, 1584211795165, 1584211795914, 1584211797080, 1584211797816, 1584211798566], [1584211800997, 1584211801700, 1584211802461, 1584211803726, 1584211804393, 1584211805045, 1584211805730, 1584211806432, 1584211807112, 1584211807813, 1584211808530, 1584211809361]]","[[[311, 592], [472, 592], [677, 576], [694, 772], [698, 928], [486, 960], [300, 945], [315, 783], [502, 767], [699, 738], [690, 945], [468, 951]], [[281, 584], [485, 593], [647, 588], [678, 751], [694, 946], [478, 947], [319, 968], [307, 781], [506, 763], [673, 767], [690, 954], [496, 937]], [[293, 571], [490, 604], [695, 608], [703, 790], [700, 947], [493, 943], [336, 949], [347, 748], [493, 766], [674, 760], [690, 954], [496, 930]], [[306, 591], [479, 577], [690, 596], [682, 755], [691, 932], [495, 950], [294, 930], [329, 750], [539, 773], [681, 754], [687, 932], [489, 962]], [[278, 594], [494, 597], [687, 610], [657, 771], [687, 950], [477, 985], [321, 949], [328, 732], [516, 772], [685, 746], [713, 945], [496, 938]]]"
36,12,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""b2"", ""b1"", ""c1"", ""b1"", ""a1"", ""a2""]","[[1584215800600, 1584215800865, 1584215801182, 1584215801499, 1584215801733, 1584215801998, 1584215802299, 1584215802581, 1584215802798, 1584215804598, 1584215804714, 1584215805081], [1584215809830, 1584215809930, 1584215810146, 1584215810313, 1584215810597, 1584215811246, 1584215811513, 1584215811763, 1584215812013, 1584215812479, 1584215812880, 1584215813345], [1584215824576, 1584215824626, 1584215824661, 1584215825392, 1584215825642, 1584215825909, 1584215826126, 1584215826342, 1584215826526, 1584215826926, 1584215827092, 1584215827325], [1584215829708, 1584215829775, 1584215829941, 1584215830125, 1584215830258, 1584215830458, 1584215830641, 1584215830874, 1584215831042, 1584215831374, 1584215831474, 1584215831707], [1584215833757, 1584215833890, 1584215834007, 1584215834240, 1584215834341, 1584215834575, 1584215834757, 1584215834940, 1584215835074, 1584215835290, 1584215835440, 1584215835606], [1584215843971, 1584215844137, 1584215844221, 1584215844487, 1584215844621, 1584215844837, 1584215845005, 1584215845254, 1584215845404, 1584215845720, 1584215845837, 1584215846020]]","[[[444, 480], [660, 475], [823, 476], [841, 630], [843, 825], [724, 866], [643, 714], [509, 683], [478, 811], [495, 705], [495, 537], [630, 483]], [[459, 457], [640, 463], [810, 483], [837, 630], [810, 836], [717, 837], [667, 719], [532, 681], [490, 809], [496, 726], [490, 473], [638, 459]], [[458, 531], [683, 492], [822, 472], [872, 711], [845, 817], [712, 865], [685, 724], [525, 688], [528, 828], [501, 700], [486, 535], [631, 477]], [[457, 472], [634, 464], [833, 456], [861, 630], [858, 815], [722, 871], [643, 709], [523, 655], [493, 818], [503, 722], [483, 538], [652, 462]], [[460, 461], [628, 477], [807, 480], [863, 632], [874, 832], [712, 855], [704, 702], [543, 686], [509, 826], [486, 721], [486, 527], [630, 474]], [[475, 507], [632, 503], [817, 495], [890, 667], [895, 831], [699, 856], [679, 719], [538, 655], [524, 831], [518, 718], [504, 542], [668, 473]]]"
37,12,"[""a1"", ""a2"", ""a3"", ""b3"", ""c3"", ""c2"", ""b2"", ""b1"", ""c1"", ""b1"", ""a1"", ""a2""]","[[1584215924684, 1584215924850, 1584215925016, 1584215925166, 1584215925333, 1584215925532, 1584215925732, 1584215926000, 1584215926149, 1584215926415, 1584215926499, 1584215926932], [1584215928948, 1584215929081, 1584215929248, 1584215929431, 1584215929564, 1584215929814, 1584215930081, 1584215930265, 1584215930464, 1584215930714, 1584215930881, 1584215931048], [1584215935598, 1584215935730, 1584215935930, 1584215936013, 1584215936213, 1584215936464, 1584215936596, 1584215936846, 1584215937029, 1584215937280, 1584215937363, 1584215937546], [1584215939195, 1584215939296, 1584215939530, 1584215939764, 1584215939929, 1584215940196, 1584215940329, 1584215940562, 1584215940745, 1584215940979, 1584215941062, 1584215941196], [1584215944877, 1584215945061, 1584215945244, 1584215946329, 1584215946544, 1584215946794, 1584215946977, 1584215947193, 1584215947310, 1584215947560, 1584215947711, 1584215947843]]","[[[511, 451], [643, 463], [808, 483], [861, 654], [848, 816], [693, 903], [638, 712], [537, 668], [504, 815], [506, 686], [486, 541], [681, 444]], [[466, 467], [677, 450], [806, 497], [864, 631], [866, 816], [677, 892], [675, 720], [542, 669], [498, 821], [462, 710], [464, 529], [644, 454]], [[489, 455], [665, 458], [808, 492], [861, 635], [885, 830], [710, 833], [684, 708], [533, 684], [508, 822], [505, 697], [459, 522], [645, 464]], [[475, 535], [637, 505], [829, 486], [871, 651], [859, 812], [715, 828], [663, 724], [516, 646], [502, 811], [491, 693], [478, 533], [653, 474]], [[477, 532], [634, 484], [821, 481], [887, 696], [870, 816], [721, 876], [701, 713], [542, 690], [510, 817], [451, 680], [485, 535], [629, 501]]]"
38,12,"[""a1"", ""a2"", ""a3"", ""b2"", ""b1"", ""a1"", ""a2"", ""a3"", ""b2"", ""b1"", ""a1"", ""a2""]","[[1584215999269, 1584215999917, 1584216000809, 1584216001189, 1584216001477, 1584216002126, 1584216002394, 1584216002673, 1584216003105, 1584216003373, 1584216003773, 1584216004189], [1584216026466, 1584216026682, 1584216027425, 1584216027865, 1584216028178, 1584216028482, 1584216028882, 1584216029133, 1584216029473, 1584216030010, 1584216030262, 1584216030538], [1584216032645, 1584216033001, 1584216033297, 1584216033657, 1584216033913, 1584216034177, 1584216034433, 1584216034721, 1584216035085, 1584216035554, 1584216035894, 1584216036141], [1584216038150, 1584216038409, 1584216038705, 1584216039074, 1584216039410, 1584216039945, 1584216040194, 1584216040497, 1584216041074, 1584216041346, 1584216041706, 1584216042113], [1584216043737, 1584216044106, 1584216044482, 1584216044849, 1584216045114, 1584216045433, 1584216045737, 1584216046041, 1584216046786, 1584216047105, 1584216047425, 1584216047705]]","[[[472, 451], [700, 470], [846, 450], [678, 628], [489, 629], [493, 463], [683, 450], [882, 437], [666, 638], [450, 631], [477, 442], [697, 450]], [[516, 466], [684, 451], [826, 483], [671, 651], [484, 642], [512, 479], [692, 490], [845, 480], [693, 625], [478, 622], [506, 442], [693, 467]], [[507, 481], [673, 453], [863, 454], [667, 631], [491, 639], [481, 480], [672, 464], [848, 464], [695, 669], [466, 653], [525, 467], [674, 468]], [[504, 462], [687, 460], [846, 458], [693, 633], [542, 636], [537, 468], [650, 466], [872, 463], [687, 644], [507, 646], [512, 473], [684, 459]], [[486, 490], [681, 457], [849, 453], [683, 617], [476, 607], [493, 500], [687, 491], [841, 486], [695, 631], [522, 641], [503, 415], [665, 443]]]"
39,12,"[""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2"", ""a1"", ""a2""]","[[1584216065014, 1584216065399, 1584216065765, 1584216066080, 1584216066280, 1584216066430, 1584216066598, 1584216066730, 1584216066947, 1584216067047, 1584216067314, 1584216067629], [1584216069146, 1584216069296, 1584216069479, 1584216069713, 1584216069812, 1584216070097, 1584216070196, 1584216070329, 1584216070446, 1584216070579, 1584216070979, 1584216071229], [1584216072762, 1584216072812, 1584216073029, 1584216073162, 1584216073312, 1584216073428, 1584216073545, 1584216073661, 1584216073795, 1584216073911, 1584216074045, 1584216074161], [1584216075861, 1584216075911, 1584216076044, 1584216076211, 1584216076328, 1584216076461, 1584216076579, 1584216076711, 1584216076811, 1584216076978, 1584216077044, 1584216077211], [1584216078494, 1584216078577, 1584216078727, 1584216078843, 1584216079176, 1584216079326, 1584216079426, 1584216079592, 1584216079676, 1584216079810, 1584216079909, 1584216080026]]","[[[623, 499], [719, 477], [621, 476], [726, 486], [591, 513], [750, 481], [601, 500], [766, 486], [625, 489], [718, 476], [620, 469], [733, 477]], [[560, 462], [752, 458], [617, 474], [728, 482], [612, 490], [735, 488], [616, 500], [756, 494], [613, 512], [741, 502], [583, 503], [780, 500]], [[580, 469], [740, 457], [596, 485], [723, 467], [621, 503], [743, 485], [619, 492], [742, 472], [620, 468], [784, 466], [572, 475], [764, 467]], [[595, 544], [780, 531], [593, 518], [735, 491], [602, 499], [721, 489], [580, 501], [726, 499], [588, 506], [720, 485], [629, 493], [756, 474]], [[534, 490], [733, 483], [571, 492], [728, 480], [600, 496], [766, 475], [577, 499], [728, 474], [612, 492], [728, 467], [604, 479], [738, 484]]]"
